measurement_id,observation_id,value,trait_id,standard_id,method_id
15186,3969,24.5,10,48,5
15187,3969,4,11,14,13
15188,3969,BL,24,75,25
15189,3970,DRTO.Rainbow.37,6,26,7
15190,3970,2015-06-16,15,15,11
15191,3970,12.5,10,48,5
15192,3970,1,11,14,13
15193,3970,28.79,13,17,17
15194,3971,DRTO.Rainbow.37,6,26,7
15195,3971,2015-09-21,15,15,11
15196,3971,13,10,48,5
15197,3971,1,11,14,13
15198,3971,"BL PM",24,75,25
15199,3972,DRTO.Rainbow.38,6,26,7
15200,3972,2015-06-16,15,15,11
15201,3972,11.5,10,48,5
15202,3972,1,11,14,13
15203,3972,28.79,13,17,17
15204,3973,DRTO.Rainbow.38,6,26,7
15205,3973,2015-09-21,15,15,11
15206,3973,13.5,10,48,5
15207,3973,1,11,14,13
15208,3973,PM,24,75,25
15209,3974,DRTO.Rainbow.39,6,26,7
15210,3974,2015-06-16,15,15,11
15211,3974,15,10,48,5
15212,3974,3,11,14,13
15213,3974,28.79,13,17,17
15214,3975,DRTO.Rainbow.39,6,26,7
15215,3975,2015-09-21,15,15,11
15216,3975,15.5,10,48,5
15217,3975,3,11,14,13
15218,3975,BL,24,75,25
15219,3976,DRTO.Rainbow.40,6,26,7
15220,3976,2015-06-16,15,15,11
15221,3976,19,10,48,5
15222,3976,3,11,14,13
15223,3976,28.79,13,17,17
15224,3977,DRTO.Rainbow.40,6,26,7
15225,3977,2015-09-21,15,15,11
15226,3977,dead,9,26,12
15227,3978,DRTO.Rainbow.41,6,26,7
15228,3978,2015-06-16,15,15,11
15229,3978,8.5,10,48,5
15230,3978,1,11,14,13
15231,3978,28.79,13,17,17
15232,3979,DRTO.Rainbow.41,6,26,7
15233,3979,2015-09-21,15,15,11
15234,3979,dead,9,26,12
15235,3980,DRTO.Rainbow.42,6,26,7
15236,3980,2015-06-16,15,15,11
15237,3980,19,10,48,5
15238,3980,4,11,14,13
15239,3980,28.79,13,17,17
15240,3981,DRTO.Rainbow.42,6,26,7
15241,3981,2015-09-21,15,15,11
15242,3981,22,10,48,5
15243,3981,4,11,14,13
15244,3981,"PM BL",24,75,25
15245,3982,DRTO.Rainbow.43,6,26,7
15246,3982,2015-06-16,15,15,11
15247,3982,8,10,48,5
15248,3982,1,11,14,13
15249,3982,28.79,13,17,17
15250,3983,DRTO.Rainbow.43,6,26,7
15251,3983,2015-09-21,15,15,11
15252,3983,22.5,10,48,5
15253,3983,3,11,14,13
15254,3983,BL,24,75,25
15255,3984,DRTO.Rainbow.44,6,26,7
15256,3984,2015-06-16,15,15,11
15257,3984,14.5,10,48,5
15258,3984,2,11,14,13
15259,3984,28.79,13,17,17
15260,3985,DRTO.Rainbow.44,6,26,7
15261,3985,2015-09-21,15,15,11
15262,3985,dead,9,26,12
15263,3986,DRTO.Rainbow.45,6,26,7
15264,3986,2015-06-16,15,15,11
15265,3986,15,10,48,5
15266,3986,2,11,14,13
15267,3986,28.79,13,17,17
15268,3987,DRTO.Rainbow.45,6,26,7
15269,3987,2015-09-21,15,15,11
15270,3987,dead,9,26,12
15271,3988,DRTO.Rainbow.46,6,26,7
15272,3988,2015-06-16,15,15,11
15273,3988,16,10,48,5
15274,3988,2,11,14,13
15275,3988,28.79,13,17,17
15276,3989,DRTO.Rainbow.46,6,26,7
15277,3989,2015-09-21,15,15,11
15278,3989,dead,9,26,12
15279,3990,FWC-Nursery-14-1-1,6,26,7
15280,3990,2014-06-23,15,15,11
15281,3990,7,10,48,5
15282,3990,2,11,14,13
15283,3990,2,12,14,13
15284,3990,29.85,13,17,17
15285,3991,FWC-Nursery-14-1-1,6,26,7
15286,3991,2014-09-17,15,15,11
15287,3991,14,10,48,5
15288,3991,30.36,13,17,17
15289,3992,FWC-Nursery-14-1-1,6,26,7
15290,3992,2014-11-13,15,15,11
15291,3992,25.51,13,17,17
15292,3992,dead,9,26,12
15293,3993,FWC-Nursery-14-1-2,6,26,7
15294,3993,2014-06-23,15,15,11
15295,3993,8.5,10,48,5
15296,3993,2,11,14,13
15297,3993,2,12,14,13
15298,3993,29.85,13,17,17
15299,3994,FWC-Nursery-14-1-2,6,26,7
15300,3994,2014-09-17,15,15,11
15301,3994,17,10,48,5
15302,3994,30.36,13,17,17
15303,3995,FWC-Nursery-14-1-2,6,26,7
15304,3995,2014-11-13,15,15,11
15305,3995,25.51,13,17,17
15306,3995,dead,9,26,12
15307,3996,FWC-Nursery-14-1-3,6,26,7
15308,3996,2014-06-23,15,15,11
15309,3996,5.5,10,48,5
15310,3996,1,11,14,13
15311,3996,1,12,14,13
15312,3996,29.85,13,17,17
15313,3997,FWC-Nursery-14-1-3,6,26,7
15314,3997,2014-09-17,15,15,11
15315,3997,12.5,10,48,5
15316,3997,30.36,13,17,17
15317,3997,pb,24,75,25
15318,3998,FWC-Nursery-14-1-3,6,26,7
15319,3998,2014-11-13,15,15,11
15320,3998,25.51,13,17,17
15321,3998,dead,9,26,12
15322,3999,FWC-Nursery-14-1-4,6,26,7
15323,3999,2014-06-23,15,15,11
15324,3999,6,10,48,5
15325,3999,1,11,14,13
15326,3999,1,12,14,13
15327,3999,29.85,13,17,17
15328,4000,FWC-Nursery-14-1-4,6,26,7
15329,4000,2014-09-17,15,15,11
15330,4000,13,10,48,5
15331,4000,30.36,13,17,17
15332,4001,FWC-Nursery-14-1-4,6,26,7
15333,4001,2014-11-13,15,15,11
15334,4001,25.51,13,17,17
15335,4001,dead,9,26,12
15336,4002,FWC-Nursery-14-1-5,6,26,7
15337,4002,2014-06-23,15,15,11
15338,4002,7,10,48,5
15339,4002,1,11,14,13
15340,4002,1,12,14,13
15341,4002,29.85,13,17,17
15342,4003,FWC-Nursery-14-1-5,6,26,7
15343,4003,2014-09-17,15,15,11
15344,4003,13.5,10,48,5
15345,4003,30.36,13,17,17
15346,4004,FWC-Nursery-14-1-5,6,26,7
15347,4004,2014-11-13,15,15,11
15348,4004,25.51,13,17,17
15349,4004,dead,9,26,12
15350,4005,FWC-Nursery-14-1-6,6,26,7
15351,4005,2014-06-23,15,15,11
15352,4005,6,10,48,5
15353,4005,2,11,14,13
15354,4005,2,12,14,13
15355,4005,29.85,13,17,17
15356,4006,FWC-Nursery-14-1-6,6,26,7
15357,4006,2014-09-17,15,15,11
15358,4006,11,10,48,5
15359,4006,30.36,13,17,17
15360,4006,pb,24,75,25
15361,4007,FWC-Nursery-14-1-6,6,26,7
15362,4007,2014-11-13,15,15,11
15363,4007,25.51,13,17,17
15364,4007,dead,9,26,12
15365,4008,FWC-Nursery-14-1-7,6,26,7
15366,4008,2014-06-23,15,15,11
15367,4008,7,10,48,5
15368,4008,1,11,14,13
15369,4008,1,12,14,13
15370,4008,29.85,13,17,17
15371,4009,FWC-Nursery-14-1-7,6,26,7
15372,4009,2014-09-17,15,15,11
15373,4009,30.36,13,17,17
15374,4009,dead,9,26,12
15375,4010,FWC-Nursery-14-1-8,6,26,7
15376,4010,2014-06-23,15,15,11
15377,4010,10,10,48,5
15378,4010,3,11,14,13
15379,4010,3,12,14,13
15380,4010,29.85,13,17,17
15381,4011,FWC-Nursery-14-1-8,6,26,7
15382,4011,2014-09-17,15,15,11
15383,4011,19,10,48,5
15384,4011,30.36,13,17,17
15385,4012,FWC-Nursery-14-1-8,6,26,7
15386,4012,2014-11-13,15,15,11
15387,4012,25.51,13,17,17
15388,4012,dead,9,26,12
15389,4013,FWC-Nursery-14-1-9,6,26,7
15390,4013,2014-06-23,15,15,11
15391,4013,8.5,10,48,5
15392,4013,2,11,14,13
15393,4013,2,12,14,13
15394,4013,29.85,13,17,17
15395,4014,FWC-Nursery-14-1-9,6,26,7
15396,4014,2014-09-17,15,15,11
15397,4014,17.5,10,48,5
15398,4014,30.36,13,17,17
15399,4015,FWC-Nursery-14-1-9,6,26,7
15400,4015,2014-11-13,15,15,11
15401,4015,25.51,13,17,17
15402,4015,dead,9,26,12
15403,4016,FWC-Nursery-14-1-10,6,26,7
15404,4016,2014-06-23,15,15,11
15405,4016,8,10,48,5
15406,4016,1,11,14,13
15407,4016,1,12,14,13
15408,4016,29.85,13,17,17
15409,4017,FWC-Nursery-14-1-10,6,26,7
15410,4017,2014-09-17,15,15,11
15411,4017,18,10,48,5
15412,4017,30.36,13,17,17
15413,4018,FWC-Nursery-14-1-10,6,26,7
15414,4018,2014-11-13,15,15,11
15415,4018,25.51,13,17,17
15416,4018,dead,9,26,12
15417,4019,FWC-Nursery-14-2-11,6,26,7
15418,4019,2014-06-23,15,15,11
15419,4019,5,10,48,5
15420,4019,1,11,14,13
15421,4019,1,12,14,13
15422,4019,29.85,13,17,17
15423,4020,FWC-Nursery-14-2-11,6,26,7
15424,4020,2014-09-17,15,15,11
15425,4020,30.36,13,17,17
15426,4020,dead,9,26,12
15427,4021,FWC-Nursery-14-2-12,6,26,7
15428,4021,2014-06-23,15,15,11
15429,4021,7.5,10,48,5
15430,4021,2,11,14,13
15431,4021,2,12,14,13
15432,4021,29.85,13,17,17
15433,4022,FWC-Nursery-14-2-12,6,26,7
15434,4022,2014-09-17,15,15,11
15435,4022,9.5,10,48,5
15436,4022,30.36,13,17,17
15437,4022,pb,24,75,25
15438,4023,FWC-Nursery-14-2-12,6,26,7
15439,4023,2014-11-13,15,15,11
15440,4023,25.51,13,17,17
15441,4023,dead,9,26,12
15442,4024,FWC-Nursery-14-2-13,6,26,7
15443,4024,2014-06-23,15,15,11
15444,4024,6,10,48,5
15445,4024,1,11,14,13
15446,4024,1,12,14,13
15447,4024,29.85,13,17,17
15448,4025,FWC-Nursery-14-2-13,6,26,7
15449,4025,2014-09-17,15,15,11
15450,4025,10.5,10,48,5
15451,4025,30.36,13,17,17
15452,4025,pb,24,75,25
15453,4026,FWC-Nursery-14-2-13,6,26,7
15454,4026,2014-11-13,15,15,11
15455,4026,25.51,13,17,17
15456,4026,dead,9,26,12
15457,4027,FWC-Nursery-14-2-14,6,26,7
15458,4027,2014-06-23,15,15,11
15459,4027,8.5,10,48,5
15460,4027,2,11,14,13
15461,4027,2,12,14,13
15462,4027,29.85,13,17,17
15463,4028,FWC-Nursery-14-2-14,6,26,7
15464,4028,2014-09-17,15,15,11
15465,4028,18.5,10,48,5
15466,4028,30.36,13,17,17
15467,4029,FWC-Nursery-14-2-14,6,26,7
15468,4029,2014-11-13,15,15,11
15469,4029,25.51,13,17,17
15470,4029,dead,9,26,12
15471,4030,FWC-Nursery-14-2-15,6,26,7
15472,4030,2014-06-23,15,15,11
15473,4030,6,10,48,5
15474,4030,2,11,14,13
15475,4030,2,12,14,13
15476,4030,29.85,13,17,17
15477,4031,FWC-Nursery-14-2-15,6,26,7
15478,4031,2014-09-17,15,15,11
15479,4031,17,10,48,5
15480,4031,30.36,13,17,17
15481,4032,FWC-Nursery-14-2-15,6,26,7
15482,4032,2014-11-13,15,15,11
15483,4032,25.51,13,17,17
15484,4032,dead,9,26,12
15485,4033,FWC-Nursery-14-2-16,6,26,7
15486,4033,2014-06-23,15,15,11
15487,4033,5.5,10,48,5
15488,4033,1,11,14,13
15489,4033,1,12,14,13
15490,4033,29.85,13,17,17
15491,4034,FWC-Nursery-14-2-16,6,26,7
15492,4034,2014-09-17,15,15,11
15493,4034,9.5,10,48,5
15494,4034,30.36,13,17,17
15495,4034,pb,24,75,25
15496,4035,FWC-Nursery-14-2-16,6,26,7
15497,4035,2014-11-13,15,15,11
15498,4035,25.51,13,17,17
15499,4035,dead,9,26,12
15500,4036,FWC-Nursery-14-2-17,6,26,7
15501,4036,2014-06-23,15,15,11
15502,4036,6,10,48,5
15503,4036,1,11,14,13
15504,4036,1,12,14,13
15505,4036,29.85,13,17,17
15506,4037,FWC-Nursery-14-2-17,6,26,7
15507,4037,2014-09-17,15,15,11
15508,4037,10,10,48,5
15509,4037,30.36,13,17,17
15510,4038,FWC-Nursery-14-2-17,6,26,7
15511,4038,2014-11-13,15,15,11
15512,4038,25.51,13,17,17
15513,4038,dead,9,26,12
15514,4039,FWC-Nursery-14-2-18,6,26,7
15515,4039,2014-06-23,15,15,11
15516,4039,6,10,48,5
15517,4039,2,11,14,13
15518,4039,2,12,14,13
15519,4039,29.85,13,17,17
15520,4040,FWC-Nursery-14-2-18,6,26,7
15521,4040,2014-09-17,15,15,11
15522,4040,10.5,10,48,5
15523,4040,30.36,13,17,17
15524,4040,pb,24,75,25
15525,4041,FWC-Nursery-14-2-18,6,26,7
15526,4041,2014-11-13,15,15,11
15527,4041,25.51,13,17,17
15528,4041,dead,9,26,12
15529,4042,FWC-Nursery-14-2-19,6,26,7
15530,4042,2014-06-23,15,15,11
15531,4042,5,10,48,5
15532,4042,2,11,14,13
15533,4042,2,12,14,13
15534,4042,29.85,13,17,17
15535,4043,FWC-Nursery-14-2-19,6,26,7
15536,4043,2014-09-17,15,15,11
15537,4043,9.5,10,48,5
15538,4043,30.36,13,17,17
15539,4044,FWC-Nursery-14-2-19,6,26,7
15540,4044,2014-11-13,15,15,11
15541,4044,25.51,13,17,17
15542,4044,dead,9,26,12
15543,4045,FWC-Nursery-14-2-20,6,26,7
15544,4045,2014-06-23,15,15,11
15545,4045,9,10,48,5
15546,4045,2,11,14,13
15547,4045,2,12,14,13
15548,4045,29.85,13,17,17
15549,4046,FWC-Nursery-14-2-20,6,26,7
15550,4046,2014-09-17,15,15,11
15551,4046,15.5,10,48,5
15552,4046,30.36,13,17,17
15553,4047,FWC-Nursery-14-2-20,6,26,7
15554,4047,2014-11-13,15,15,11
15555,4047,25.51,13,17,17
15556,4047,dead,9,26,12
15557,4048,FWC-Nursery-20-1-1,6,26,7
15558,4048,2014-06-23,15,15,11
15559,4048,6,10,48,5
15560,4048,1,11,14,13
15561,4048,1,12,14,13
15562,4048,29.85,13,17,17
15563,4049,FWC-Nursery-20-1-1,6,26,7
15564,4049,2014-09-17,15,15,11
15565,4049,11,10,48,5
15566,4049,30.36,13,17,17
15567,4050,FWC-Nursery-20-1-1,6,26,7
15568,4050,2014-11-13,15,15,11
15569,4050,25.51,13,17,17
15570,4050,dead,9,26,12
15571,4051,FWC-Nursery-20-1-2,6,26,7
15572,4051,2014-06-23,15,15,11
15573,4051,8.5,10,48,5
15574,4051,2,11,14,13
15575,4051,2,12,14,13
15576,4051,29.85,13,17,17
15577,4052,FWC-Nursery-20-1-2,6,26,7
15578,4052,2014-09-17,15,15,11
15579,4052,13.5,10,48,5
15580,4052,30.36,13,17,17
15581,4053,FWC-Nursery-20-1-2,6,26,7
15582,4053,2014-11-13,15,15,11
15583,4053,25.51,13,17,17
15584,4053,"50% dead",9,26,12
15585,4054,FWC-Nursery-20-1-3,6,26,7
15586,4054,2014-06-23,15,15,11
15587,4054,5,10,48,5
15588,4054,1,11,14,13
15589,4054,1,12,14,13
15590,4054,29.85,13,17,17
15591,4055,FWC-Nursery-20-1-3,6,26,7
15592,4055,2014-09-17,15,15,11
15593,4055,9.5,10,48,5
15594,4055,30.36,13,17,17
15595,4055,pb,24,75,25
15596,4056,FWC-Nursery-20-1-3,6,26,7
15597,4056,2014-11-13,15,15,11
15598,4056,25.51,13,17,17
15599,4056,dead,9,26,12
15600,4057,FWC-Nursery-20-1-4,6,26,7
15601,4057,2014-06-23,15,15,11
15602,4057,5.5,10,48,5
15603,4057,1,11,14,13
15604,4057,4,12,14,13
15605,4057,29.85,13,17,17
15606,4058,FWC-Nursery-20-1-4,6,26,7
15607,4058,2014-09-17,15,15,11
15608,4058,8.5,10,48,5
15609,4058,30.36,13,17,17
15610,4058,pb,24,75,25
15611,4059,FWC-Nursery-20-1-4,6,26,7
15612,4059,2014-11-13,15,15,11
15613,4059,25.51,13,17,17
15614,4059,dead,9,26,12
15615,4060,FWC-Nursery-20-1-5,6,26,7
15616,4060,2014-06-23,15,15,11
15617,4060,7.5,10,48,5
15618,4060,2,11,14,13
15619,4060,3,12,14,13
15620,4060,29.85,13,17,17
15621,4061,FWC-Nursery-20-1-5,6,26,7
15622,4061,2014-09-17,15,15,11
15623,4061,12,10,48,5
15624,4061,30.36,13,17,17
15625,4062,FWC-Nursery-20-1-5,6,26,7
15626,4062,2014-11-13,15,15,11
15627,4062,1,10,48,5
15628,4062,25.51,13,17,17
15629,4062,broken,24,75,25
15630,4063,FWC-Nursery-20-1-6,6,26,7
15631,4063,2014-06-23,15,15,11
15632,4063,5.5,10,48,5
15633,4063,1,11,14,13
15634,4063,1,12,14,13
15635,4063,29.85,13,17,17
15636,4064,FWC-Nursery-20-1-6,6,26,7
15637,4064,2014-09-17,15,15,11
15638,4064,7,10,48,5
15639,4064,30.36,13,17,17
15640,4064,broken,24,75,25
15641,4065,FWC-Nursery-20-1-7,6,26,7
15642,4065,2014-06-23,15,15,11
15643,4065,9.5,10,48,5
15644,4065,3,11,14,13
15645,4065,3,12,14,13
15646,4065,29.85,13,17,17
15647,4066,FWC-Nursery-20-1-7,6,26,7
15648,4066,2014-09-17,15,15,11
15649,4066,14.5,10,48,5
15650,4066,30.36,13,17,17
15651,4067,FWC-Nursery-20-1-7,6,26,7
15652,4067,2014-11-13,15,15,11
15653,4067,8,10,48,5
15654,4067,25.51,13,17,17
15655,4067,broken,24,75,25
15656,4068,FWC-Nursery-20-1-8,6,26,7
15657,4068,2014-06-23,15,15,11
15658,4068,10,10,48,5
15659,4068,2,11,14,13
15660,4068,2,12,14,13
15661,4068,29.85,13,17,17
15662,4069,FWC-Nursery-20-1-8,6,26,7
15663,4069,2014-09-17,15,15,11
15664,4069,14,10,48,5
15665,4069,30.36,13,17,17
15666,4070,FWC-Nursery-20-1-8,6,26,7
15667,4070,2014-11-13,15,15,11
15668,4070,16.5,10,48,5
15669,4070,25.51,13,17,17
15670,4071,FWC-Nursery-20-1-9,6,26,7
15671,4071,2014-06-23,15,15,11
15672,4071,7.5,10,48,5
15673,4071,2,11,14,13
15674,4071,2,12,14,13
15675,4071,29.85,13,17,17
15676,4072,FWC-Nursery-20-1-9,6,26,7
15677,4072,2014-09-17,15,15,11
15678,4072,10.5,10,48,5
15679,4072,30.36,13,17,17
15680,4072,pb,24,75,25
15681,4073,FWC-Nursery-20-1-9,6,26,7
15682,4073,2014-11-13,15,15,11
15683,4073,25.51,13,17,17
15684,4073,dead,9,26,12
15685,4074,FWC-Nursery-20-1-10,6,26,7
15686,4074,2014-06-23,15,15,11
15687,4074,8.5,10,48,5
15688,4074,2,11,14,13
15689,4074,2,12,14,13
15690,4074,29.85,13,17,17
15691,4075,FWC-Nursery-20-1-10,6,26,7
15692,4075,2014-09-17,15,15,11
15693,4075,12,10,48,5
15694,4075,30.36,13,17,17
15695,4076,FWC-Nursery-20-1-10,6,26,7
15696,4076,2014-11-13,15,15,11
15697,4076,25.51,13,17,17
15698,4076,"50% dead",9,26,12
15699,4077,FWC-Nursery-20-2-11,6,26,7
15700,4077,2014-06-23,15,15,11
15701,4077,8,10,48,5
15702,4077,2,11,14,13
15703,4077,2,12,14,13
15704,4077,29.85,13,17,17
15705,4078,FWC-Nursery-20-2-11,6,26,7
15706,4078,2014-09-17,15,15,11
15707,4078,12,10,48,5
15708,4078,30.36,13,17,17
15709,4079,FWC-Nursery-20-2-11,6,26,7
15710,4079,2014-11-13,15,15,11
15711,4079,13,10,48,5
15712,4079,25.51,13,17,17
15713,4080,FWC-Nursery-20-2-12,6,26,7
15714,4080,2014-06-23,15,15,11
15715,4080,7.5,10,48,5
15716,4080,1,11,14,13
15717,4080,1,12,14,13
15718,4080,29.85,13,17,17
15719,4081,FWC-Nursery-20-2-12,6,26,7
15720,4081,2014-09-17,15,15,11
15721,4081,13,10,48,5
15722,4081,30.36,13,17,17
15723,4082,FWC-Nursery-20-2-12,6,26,7
15724,4082,2014-11-13,15,15,11
15725,4082,6,10,48,5
15726,4082,25.51,13,17,17
15727,4082,broken,24,75,25
15728,4083,FWC-Nursery-20-2-13,6,26,7
15729,4083,2014-06-23,15,15,11
15730,4083,7.5,10,48,5
15731,4083,2,11,14,13
15732,4083,2,12,14,13
15733,4083,29.85,13,17,17
15734,4084,FWC-Nursery-20-2-13,6,26,7
15735,4084,2014-09-17,15,15,11
15736,4084,11,10,48,5
15737,4084,30.36,13,17,17
15738,4085,FWC-Nursery-20-2-13,6,26,7
15739,4085,2014-11-13,15,15,11
15740,4085,5.5,10,48,5
15741,4085,25.51,13,17,17
15742,4085,broken,24,75,25
15743,4086,FWC-Nursery-20-2-14,6,26,7
15744,4086,2014-06-23,15,15,11
15745,4086,6,10,48,5
15746,4086,1,11,14,13
15747,4086,1,12,14,13
15748,4086,29.85,13,17,17
15749,4087,FWC-Nursery-20-2-14,6,26,7
15750,4087,2014-09-17,15,15,11
15751,4087,9.5,10,48,5
15752,4087,30.36,13,17,17
15753,4087,pb,24,75,25
15754,4088,FWC-Nursery-20-2-14,6,26,7
15755,4088,2014-11-13,15,15,11
15756,4088,25.51,13,17,17
15757,4088,dead,9,26,12
15758,4089,FWC-Nursery-20-2-15,6,26,7
15759,4089,2014-06-23,15,15,11
15760,4089,7.5,10,48,5
15761,4089,2,11,14,13
15762,4089,2,12,14,13
15763,4089,29.85,13,17,17
15764,4090,FWC-Nursery-20-2-15,6,26,7
15765,4090,2014-09-17,15,15,11
15766,4090,11.5,10,48,5
15767,4090,30.36,13,17,17
15768,4091,FWC-Nursery-20-2-15,6,26,7
15769,4091,2014-11-13,15,15,11
15770,4091,2,10,48,5
15771,4091,25.51,13,17,17
15772,4091,broken,24,75,25
15773,4092,FWC-Nursery-20-2-16,6,26,7
15774,4092,2014-06-23,15,15,11
15775,4092,4.5,10,48,5
15776,4092,1,11,14,13
15777,4092,1,12,14,13
15778,4092,29.85,13,17,17
15779,4093,FWC-Nursery-20-2-16,6,26,7
15780,4093,2014-09-17,15,15,11
15781,4093,8,10,48,5
15782,4093,30.36,13,17,17
15783,4093,pb,24,75,25
15784,4094,FWC-Nursery-20-2-16,6,26,7
15785,4094,2014-11-13,15,15,11
15786,4094,25.51,13,17,17
15787,4094,dead,9,26,12
15788,4095,FWC-Nursery-20-2-17,6,26,7
15789,4095,2014-06-23,15,15,11
15790,4095,6.5,10,48,5
15791,4095,1,11,14,13
15792,4095,1,12,14,13
15793,4095,29.85,13,17,17
15794,4096,FWC-Nursery-20-2-17,6,26,7
15795,4096,2014-09-17,15,15,11
15796,4096,9,10,48,5
15797,4096,30.36,13,17,17
15798,4097,FWC-Nursery-20-2-17,6,26,7
15799,4097,2014-11-13,15,15,11
15800,4097,25.51,13,17,17
15801,4097,dead,9,26,12
15802,4098,FWC-Nursery-20-2-18,6,26,7
15803,4098,2014-06-23,15,15,11
15804,4098,5.5,10,48,5
15805,4098,1,11,14,13
15806,4098,1,12,14,13
15807,4098,29.85,13,17,17
15808,4099,FWC-Nursery-20-2-18,6,26,7
15809,4099,2014-09-17,15,15,11
15810,4099,9,10,48,5
15811,4099,30.36,13,17,17
15812,4100,FWC-Nursery-20-2-18,6,26,7
15813,4100,2014-11-13,15,15,11
15814,4100,25.51,13,17,17
15815,4100,dead,9,26,12
15816,4101,FWC-Nursery-20-2-19,6,26,7
15817,4101,2014-06-23,15,15,11
15818,4101,5,10,48,5
15819,4101,1,11,14,13
15820,4101,3,12,14,13
15821,4101,29.85,13,17,17
15822,4102,FWC-Nursery-20-2-19,6,26,7
15823,4102,2014-09-17,15,15,11
15824,4102,8,10,48,5
15825,4102,30.36,13,17,17
15826,4102,pb,24,75,25
15827,4103,FWC-Nursery-20-2-19,6,26,7
15828,4103,2014-11-13,15,15,11
15829,4103,25.51,13,17,17
15830,4103,dead,9,26,12
15831,4104,FWC-Nursery-20-2-20,6,26,7
15832,4104,2014-06-23,15,15,11
15833,4104,6.5,10,48,5
15834,4104,1,11,14,13
15835,4104,1,12,14,13
15836,4104,29.85,13,17,17
15837,4105,FWC-Nursery-20-2-20,6,26,7
15838,4105,2014-09-17,15,15,11
15839,4105,9.5,10,48,5
15840,4105,30.36,13,17,17
15841,4106,FWC-Nursery-20-2-20,6,26,7
15842,4106,2014-11-13,15,15,11
15843,4106,12,10,48,5
15844,4106,25.51,13,17,17
15845,4107,FWC-YR20-1-1,6,26,7
15846,4107,2014-06-23,15,15,11
15847,4107,7,10,48,5
15848,4107,1,11,14,13
15849,4107,1,12,14,13
15850,4107,29.85,13,17,17
15851,4108,FWC-YR20-1-1,6,26,7
15852,4108,2014-09-17,15,15,11
15853,4108,30.36,13,17,17
15854,4108,dead,9,26,12
15855,4109,FWC-YR20-1-2,6,26,7
15856,4109,2014-06-23,15,15,11
15857,4109,6.5,10,48,5
15858,4109,1,11,14,13
15859,4109,1,12,14,13
15860,4109,29.85,13,17,17
15861,4110,FWC-YR20-1-2,6,26,7
15862,4110,2014-09-17,15,15,11
15863,4110,11,10,48,5
15864,4110,30.36,13,17,17
15865,4111,FWC-YR20-1-2,6,26,7
15866,4111,2014-11-13,15,15,11
15867,4111,16.5,10,48,5
15868,4111,26.59,13,17,17
15869,4112,FWC-YR20-1-3,6,26,7
15870,4112,2014-06-23,15,15,11
15871,4112,5.5,10,48,5
15872,4112,1,11,14,13
15873,4112,1,12,14,13
15874,4112,29.85,13,17,17
15875,4113,FWC-YR20-1-3,6,26,7
15876,4113,2014-09-17,15,15,11
15877,4113,30.36,13,17,17
15878,4113,dead,9,26,12
15879,4114,FWC-YR20-1-4,6,26,7
15880,4114,2014-06-23,15,15,11
15881,4114,7.5,10,48,5
15882,4114,2,11,14,13
15883,4114,3,12,14,13
15884,4114,29.85,13,17,17
15885,4115,FWC-YR20-1-4,6,26,7
15886,4115,2014-09-17,15,15,11
15887,4115,12,10,48,5
15888,4115,30.36,13,17,17
15889,4116,FWC-YR20-1-4,6,26,7
15890,4116,2014-11-13,15,15,11
15891,4116,26.59,13,17,17
15892,4116,dead,9,26,12
15893,4117,FWC-YR20-1-5,6,26,7
15894,4117,2014-06-23,15,15,11
15895,4117,8,10,48,5
15896,4117,2,11,14,13
15897,4117,3,12,14,13
15898,4117,29.85,13,17,17
15899,4118,FWC-YR20-1-5,6,26,7
15900,4118,2014-09-17,15,15,11
15901,4118,13.5,10,48,5
15902,4118,30.36,13,17,17
15903,4119,FWC-YR20-1-5,6,26,7
15904,4119,2014-11-13,15,15,11
15905,4119,26.59,13,17,17
15906,4119,dead,9,26,12
15907,4120,FWC-YR20-1-6,6,26,7
15908,4120,2014-06-23,15,15,11
15909,4120,6,10,48,5
15910,4120,1,11,14,13
15911,4120,1,12,14,13
15912,4120,29.85,13,17,17
15913,4121,FWC-YR20-1-6,6,26,7
15914,4121,2014-09-17,15,15,11
15915,4121,30.36,13,17,17
15916,4121,dead,9,26,12
15917,4122,FWC-YR20-1-7,6,26,7
15918,4122,2014-06-23,15,15,11
15919,4122,6,10,48,5
15920,4122,1,11,14,13
15921,4122,1,12,14,13
15922,4122,29.85,13,17,17
15923,4123,FWC-YR20-1-7,6,26,7
15924,4123,2014-09-17,15,15,11
15925,4123,30.36,13,17,17
15926,4123,dead,9,26,12
15927,4124,FWC-YR20-1-8,6,26,7
15928,4124,2014-06-23,15,15,11
15929,4124,6.5,10,48,5
15930,4124,1,11,14,13
15931,4124,1,12,14,13
15932,4124,29.85,13,17,17
15933,4125,FWC-YR20-1-8,6,26,7
15934,4125,2014-09-17,15,15,11
15935,4125,9.5,10,48,5
15936,4125,30.36,13,17,17
15937,4126,FWC-YR20-1-8,6,26,7
15938,4126,2014-11-13,15,15,11
15939,4126,26.59,13,17,17
15940,4126,dead,9,26,12
15941,4127,FWC-YR20-1-9,6,26,7
15942,4127,2014-06-23,15,15,11
15943,4127,5.5,10,48,5
15944,4127,2,11,14,13
15945,4127,2,12,14,13
15946,4127,29.85,13,17,17
15947,4128,FWC-YR20-1-9,6,26,7
15948,4128,2014-09-17,15,15,11
15949,4128,9.5,10,48,5
15950,4128,30.36,13,17,17
